checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes
WB-017,unsafe context,WB,v2-placement-priority,expressions.rst,3765,fls_jb6krd90tjmc,Field Access Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,662,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unsafe context,retain+rewrite,Retained Field Access Expressions wording and rewrote :dt:`unsafe context` to :t:`unsafe context` to keep this rule as reference usage.,retain-link-mitigated,"Before expressions.rst:3765 (fls_jb6krd90tjmc) used :dt:`unsafe context` in an eligibility sentence, creating duplicate ownership. After expressions.rst:3764 uses :t:`unsafe context`, improving discoverability and keeping Rust 2021 behavior unchanged.",pass,clarification-only,required,expressions.rst,3764,fls_jb6krd90tjmc,Field Access Expressions,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/expressions.rst:3764,completed,resolved-high,batch-002,,,
WB-018,associated trait constant,WB,v2-placement-priority,implementations.rst,213,fls_v31idwjau90d,Implementation Conformance,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3643,types-and-traits.rst,Static Lifetime Elision,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=associated trait constant,retain+rewrite,Retained Implementation Conformance wording and rewrote :dt:`associated trait constant` to :t:`associated trait constant` to avoid duplicate local ownership.,retain-link-mitigated,"Before implementations.rst:213 (fls_v31idwjau90d) used :dt:`associated trait constant` in a conformance condition, weakening canonical ownership. After implementations.rst:212 uses :t:`associated trait constant`, improving discoverability with clarification-only impact.",pass,clarification-only,required,implementations.rst,212,fls_v31idwjau90d,Implementation Conformance,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/implementations.rst:212,completed,resolved-high,batch-002,,,
WB-019,union value,WB,v2-placement-priority,expressions.rst,3270,fls_q7v2m9t4k1pa,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3267,expressions.rst,Struct Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=union value,retain+rewrite,Retained Struct Expressions wording and rewrote :dt:`union value` to :t:`union value` so this paragraph references rather than defines the canonical term.,retain-link-mitigated,"Before expressions.rst:3270 (fls_q7v2m9t4k1pa) used :dt:`union value` in a construction description, creating competing ownership. After expressions.rst:3269 uses :t:`union value`, improving link discoverability with no semantic change.",pass,clarification-only,required,expressions.rst,3269,fls_q7v2m9t4k1pa,Struct Expressions,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/expressions.rst:3269,completed,resolved-high,batch-002,,,
WB-020,pattern-without-alternation,WB,v2-placement-priority,ownership-and-deconstruction.rst,630,fls_3ycn4u1fe9h,Drop Scope Extension,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,871,ownership-and-deconstruction.rst,Drop Order,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=pattern-without-alternation,retain+rewrite,Retained Drop Scope Extension wording and rewrote :dt:`pattern-without-alternation` to :t:`pattern-without-alternation` to keep this rule as linked reference text.,retain-link-mitigated,"Before ownership-and-deconstruction.rst:630 (fls_3ycn4u1fe9h) used :dt:`pattern-without-alternation` inside a drop-scope rule, creating duplicate ownership. After ownership-and-deconstruction.rst:629 uses :t:`pattern-without-alternation`, improving discoverability with no Rust 2021 meaning change.",pass,clarification-only,required,ownership-and-deconstruction.rst,629,fls_3ycn4u1fe9h,Drop Scope Extension,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/ownership-and-deconstruction.rst:629,completed,resolved-high,batch-002,,,
WB-021,discriminant,WB,v2-placement-priority,expressions.rst,2224,fls_t4yeovFm83Wo,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,786,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant,,,,,,,,,,,,,,pending,pending,,,,
WB-022,field index,WB,v2-placement-priority,expressions.rst,3292,fls_y3p6rtm7ek3l,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,848,types-and-traits.rst,Struct Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=field index,,,,,,,,,,,,,,pending,pending,,,,
WB-023,static,WB,v2-placement-priority,expressions.rst,328,fls_ibrmiwfypldh,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,431,values.rst,Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=static,,,,,,,,,,,,,,pending,pending,,,,
WB-024,evaluation,WB,v2-placement-priority,expressions.rst,2020,fls_ydt9zvh0h5ex,Comparison Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,122,expressions.rst,Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=evaluation,,,,,,,,,,,,,,pending,pending,,,,
WB-025,enum variant value,WB,v2-placement-priority,patterns.rst,836,fls_g6dytd6aq62d,Record Struct Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,756,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=enum variant value,,,,,,,,,,,,,,pending,pending,,,,
WB-026,immutable,WB,v2-placement-priority,expressions.rst,4867,fls_RPMOAaZ6lflI,Match Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,17,ffi.rst,External Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=immutable,,,,,,,,,,,,,,pending,pending,,,,
WB-027,signed integer type,WB,v2-placement-priority,expressions.rst,1871,fls_3g2cxq6r7nkp,Bit Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,424,types-and-traits.rst,Integer Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=signed integer type,,,,,,,,,,,,,,pending,pending,,,,
WB-028,execution,WB,v2-placement-priority,statements.rst,51,fls_dl763ssb54q1,Statements,19e75856eac5694e5d613c7c59b429848d333992,statements.rst,44,statements.rst,Statements,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=execution,,,,,,,,,,,,,,pending,pending,,,,
WB-029,function body,WB,v2-placement-priority,types-and-traits.rst,2537,fls_927nfm5mkbsp,Type Inference,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2573,functions.rst,Functions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=function body,,,,,,,,,,,,,,pending,pending,,,,
WB-030,attribute content,WB,v2-placement-priority,macros.rst,863,fls_9TMRVlQwAdTB,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,attributes.rst,59,attributes.rst,Attributes,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=attribute content,,,,,,,,,,,,,,pending,pending,,,,
WB-031,borrowed,WB,v2-placement-priority,expressions.rst,1021,fls_ya77l2zgtilp,Borrow Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,335,ownership-and-deconstruction.rst,Borrowing,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=borrowed,,,,,,,,,,,,,,pending,pending,,,,
WB-032,irrefutable pattern,WB,v2-placement-priority,statements.rst,86,fls_iqar7vvtw22c,Let Statements,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2525,patterns.rst,Refutability,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=irrefutable pattern,,,,,,,,,,,,,,pending,pending,,,,
WB-033,record enum variant,WB,v2-placement-priority,expressions.rst,3352,fls_ccqomsereni2,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,900,patterns.rst,Record Struct Patterns,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=record enum variant,,,,,,,,,,,,,,pending,pending,,,,
WB-034,structurally equal,WB,v2-placement-priority,patterns.rst,394,fls_zCswsyuitexI,Path Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2421,types-and-traits.rst,Structural Equality,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=structurally equal,,,,,,,,,,,,,,pending,pending,,,,
WB-035,implementation body,WB,v2-placement-priority,entities-and-resolution.rst,542,fls_pmo939jw9m1m,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,implementations.rst,52,entities-and-resolution.rst,Self Scope,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implementation body,,,,,,,,,,,,,,pending,pending,,,,
WB-036,dangling,WB,v2-placement-priority,expressions.rst,1196,fls_9wgldua1u8yt,Dereference Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,58,values.rst,Values,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=dangling,,,,,,,,,,,,,,pending,pending,,,,
WB-037,pointer,WB,v2-placement-priority,expressions.rst,2265,fls_TGJQnwS4v9nZ,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,599,patterns.rst,Reference Patterns,high,poor,inline_definition,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=pointer,,,,,,,,,,,,,,pending,pending,,,,
WB-038,underscore expression,WB,v2-placement-priority,inline-assembly.rst,708,fls_pydmv629vfuu,Register Arguments,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,845,macros.rst,Token Matching,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=underscore expression,,,,,,,,,,,,,,pending,pending,,,,
WB-039,element type,WB,v2-placement-priority,expressions.rst,3016,fls_wmsekin1gd2y,Array Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,666,types-and-traits.rst,Array Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=element type,,,,,,,,,,,,,,pending,pending,,,,
WB-040,mutable variable,WB,v2-placement-priority,expressions.rst,471,fls_kBX7Qa4S2VnM,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,265,values.rst,Variables,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable variable,,,,,,,,,,,,,,pending,pending,,,,
WB-041,discriminant initializer,WB,v2-placement-priority,expressions.rst,319,fls_IhqHv2D1nuXj,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,789,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant initializer,,,,,,,,,,,,,,pending,pending,,,,
WB-042,[unifiable type]s,WB,v2-placement-priority,patterns.rst,88,fls_aie0tr62vhw5,Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2005,types-and-traits.rst,Type Unification,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=[unifiable type]s,,,,,,,,,,,,,,pending,pending,,,,
WB-043,elaboration,WB,v2-placement-priority,values.rst,134,fls_xezt9hl069h4,Constants,19e75856eac5694e5d613c7c59b429848d333992,items.rst,53,items.rst,Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=elaboration,,,,,,,,,,,,,,pending,pending,,,,
WB-044,exported function,WB,v2-placement-priority,attributes.rst,827,fls_ddg0u5lej74x,Attribute ``track_caller``,19e75856eac5694e5d613c7c59b429848d333992,general.rst,224,attributes.rst,Attribute ``no_mangle``,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=exported function,,,,,,,,,,,,,,pending,pending,,,,
WB-045,expression-with-block,WB,v2-placement-priority,entities-and-resolution.rst,589,fls_huvo0mp2i6fb,Item Scope,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,82,entities-and-resolution.rst,Use Imports,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=expression-with-block,,,,,,,,,,,,,,pending,pending,,,,
WB-046,external function item type,WB,v2-placement-priority,expressions.rst,3540,fls_8ljrgdept7s8,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1104,types-and-traits.rst,Function Item Types,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external function item type,,,,,,,,,,,,,,pending,pending,,,,
WB-047,mutable,WB,v2-placement-priority,expressions.rst,3129,fls_y3sduoma6q9v,Indexing Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,20,values.rst,Values,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable,,,,,,,,,,,,,,pending,pending,,,,
WB-048,where clause,WB,v2-placement-priority,entities-and-resolution.rst,525,fls_3nqb7p5ifvio,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1586,types-and-traits.rst,Type Aliases,medium,questionable,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=where clause,,,,,,,,,,,,,,pending,pending,,,,
WB-049,associated function,WB,v2-placement-priority,types-and-traits.rst,3109,fls_lj7492aq7fzo,Object Safety,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3113,associated-items.rst,Associated Items,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=associated function,,,,,,,,,,,,,,pending,pending,,,,
WB-050,renaming,WB,v2-placement-priority,entities-and-resolution.rst,1079,fls_2bkcn83smy2y,Use Imports,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,975,entities-and-resolution.rst,Preludes,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=renaming,,,,,,,,,,,,,,pending,pending,,,,
WB-051,separator,WB,v2-placement-priority,macros.rst,899,fls_ghqjk6xj85ng,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,189,lexical-elements.rst,"Lexical Elements, Separators, and Punctuation",medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=separator,,,,,,,,,,,,,,pending,pending,,,,
WB-052,struct pattern,WB,v2-placement-priority,expressions.rst,2508,fls_vjdkpr3zml51,Destructuring Assignment,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,765,patterns.rst,Struct Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=struct pattern,,,,,,,,,,,,,,pending,pending,,,,
WB-053,tuple enum variant,WB,v2-placement-priority,expressions.rst,3491,fls_v1q7n3t5c9xz,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,653,expressions.rst,Path Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple enum variant,,,,,,,,,,,,,,pending,pending,,,,
WB-054,associated item,WB,v2-placement-priority,macros.rst,640,fls_ckzd25qd213t,Macro Expansion,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,689,associated-items.rst,Associated Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=associated item,,,,,,,,,,,,,,pending,pending,,,,
WB-055,destructor,WB,v2-placement-priority,values.rst,307,fls_4nkzidytpi6,Constant Promotion,19e75856eac5694e5d613c7c59b429848d333992,ownership-and-deconstruction.rst,389,ownership-and-deconstruction.rst,Destructors,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=destructor,,,,,,,,,,,,,,pending,pending,,,,
WB-056,escaped character,WB,v2-placement-priority,general.rst,293,fls_TXk2yFGh8at5,Method of Description and Syntax Notation,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,1132,lexical-elements.rst,Character Literals,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=escaped character,,,,,,,,,,,,,,pending,pending,,,,
WB-057,generic substitution,WB,v2-placement-priority,types-and-traits.rst,1492,fls_dCIIVXGhXDlO,Type Parameters,19e75856eac5694e5d613c7c59b429848d333992,generics.rst,355,generics.rst,Generic Arguments,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=generic substitution,,,,,,,,,,,,,,pending,pending,,,,
WB-058,trait implementation,WB,v2-placement-priority,expressions.rst,1457,fls_ry3an0mwb63g,Arithmetic Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1463,expressions.rst,Compound Assignment Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=trait implementation,,,,,,,,,,,,,,pending,pending,,,,
WB-059,function,WB,v2-placement-priority,macros.rst,312,fls_ejbddhggstd2,Procedural Macros,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,320,functions.rst,Functions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=function,,,,,,,,,,,,,,pending,pending,,,,
WB-060,type path,WB,v2-placement-priority,macros.rst,874,fls_h2zikgmazoxx,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,877,entities-and-resolution.rst,Paths,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=type path,,,,,,,,,,,,,,pending,pending,,,,
WB-061,inherent implementation,WB,v2-placement-priority,entities-and-resolution.rst,1447,fls_v0n0bna40dqr,Method Resolution,19e75856eac5694e5d613c7c59b429848d333992,implementations.rst,57,entities-and-resolution.rst,Path Expression Resolution,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=inherent implementation,,,,,,,,,,,,,,pending,pending,,,,
WB-062,self parameter,WB,v2-placement-priority,types-and-traits.rst,3125,fls_ymeo93t4mz4,Object Safety,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3560,functions.rst,Functions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=self parameter,,,,,,,,,,,,,,pending,pending,,,,
WB-063,tuple,WB,v2-placement-priority,expressions.rst,3505,fls_m8n4t5c1k0pz,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3192,expressions.rst,Tuple Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple,,,,,,,,,,,,,,pending,pending,,,,
WB-064,type parameter,WB,v2-placement-priority,expressions.rst,1463,fls_8imzo7agyx0k,Arithmetic Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1479,generics.rst,Generic Parameters,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=type parameter,,,,,,,,,,,,,,pending,pending,,,,
WB-065,implicit borrow,WB,v2-placement-priority,expressions.rst,509,fls_zepwytjwy049,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,553,ownership-and-deconstruction.rst,Borrowing,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implicit borrow,,,,,,,,,,,,,,pending,pending,,,,
WB-066,associated type,WB,v2-placement-priority,expressions.rst,1172,fls_8cz4rdrklaj4,Dereference Expression,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1231,associated-items.rst,Associated Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=associated type,,,,,,,,,,,,,,pending,pending,,,,
WB-067,binding argument,WB,v2-placement-priority,generics.rst,436,fls_ltch5eivxgaa,Generic Conformance,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3889,expressions.rst,Closure Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=binding argument,,,,,,,,,,,,,,pending,pending,,,,
WB-068,future,WB,v2-placement-priority,expressions.rst,5059,fls_sjz5s71hwm7l,Await Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,5058,expressions.rst,Await Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=future,,,,,,,,,,,,,,pending,pending,,,,
WB-069,label,WB,v2-placement-priority,expressions.rst,3994,fls_1MTa81vtePN8,Loop Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,887,expressions.rst,Named Blocks,medium,questionable,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=label,,,,,,,,,,,,,,pending,pending,,,,
WB-070,static initializer,WB,v2-placement-priority,expressions.rst,328,fls_t17h5h6a6v4c,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2529,values.rst,Statics,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=static initializer,,,,,,,,,,,,,,pending,pending,,,,
WB-071,arity,WB,v2-placement-priority,patterns.rst,1074,fls_ivWBnhfOZUrW,Tuple Struct Patterns,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,1163,patterns.rst,Tuple Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=arity,,,,,,,,,,,,,,pending,pending,,,,
WB-072,constant parameter,WB,v2-placement-priority,generics.rst,441,fls_gb3mpt5rxjoa,Generic Conformance,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,313,generics.rst,Generic Parameters,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=constant parameter,,,,,,,,,,,,,,pending,pending,,,,
WB-073,mutable static,WB,v2-placement-priority,expressions.rst,468,fls_doi4z6u55bi7,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,661,values.rst,Statics,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable static,,,,,,,,,,,,,,pending,pending,,,,
WB-074,scalar type,WB,v2-placement-priority,expressions.rst,5367,fls_oFIRXBPXu6Zv,Arithmetic Overflow,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,5368,patterns.rst,Range Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=scalar type,,,,,,,,,,,,,,pending,pending,,,,
WB-075,constant parameter initializer,WB,v2-placement-priority,generics.rst,491,fls_3SjMBlc0b7qo,Generic Conformance,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2531,generics.rst,Generic Parameters,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=constant parameter initializer,,,,,,,,,,,,,,pending,pending,,,,
WB-076,immutable reference,WB,v2-placement-priority,expressions.rst,5310,fls_aCxt2Ovmb5He,Capturing,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,5311,ownership-and-deconstruction.rst,Borrowing,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=immutable reference,,,,,,,,,,,,,,pending,pending,,,,
WB-077,external function,WB,v2-placement-priority,general.rst,215,fls_v24ino4hix3m,Conformity,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1105,ffi.rst,External Functions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external function,,,,,,,,,,,,,,pending,pending,,,,
WB-078,external static,WB,v2-placement-priority,general.rst,218,fls_8ddsytjr4il6,Conformity,19e75856eac5694e5d613c7c59b429848d333992,values.rst,180,ffi.rst,External Statics,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external static,,,,,,,,,,,,,,pending,pending,,,,
WB-079,unit enum variant,WB,v2-placement-priority,patterns.rst,173,fls_r2m9k6t1v4pa,Identifier Patterns,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,654,expressions.rst,Path Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unit enum variant,,,,,,,,,,,,,,pending,pending,,,,
WB-080,tuple struct,WB,v2-placement-priority,expressions.rst,3495,fls_q1m7v9b3k5ha,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,654,expressions.rst,Path Expressions,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple struct,,,,,,,,,,,,,,pending,pending,,,,
WB-081,binary crate,WB,v2-placement-priority,attributes.rst,2179,fls_7mzjahvdzpy5,Attribute ``windows_subsystem``,19e75856eac5694e5d613c7c59b429848d333992,attributes.rst,2186,program-structure-and-compilation.rst,Crates,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=binary crate,,,,,,,,,,,,,,pending,pending,,,,
WB-082,c,WB,v2-placement-priority,types-and-traits.rst,1176,fls_B0SMXRqQMS1E,Function Pointer Types,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1771,ffi.rst,ABI,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=c,,,,,,,,,,,,,,pending,pending,,,,
WB-083,qualifying trait,WB,v2-placement-priority,entities-and-resolution.rst,373,fls_e65q3iz50j6a,Paths,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,364,entities-and-resolution.rst,Paths,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=qualifying trait,,,,,,,,,,,,,,pending,pending,,,,
WB-084,temporary,WB,v2-placement-priority,expressions.rst,434,fls_awpw61yofckz,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,475,expressions.rst,Await Expressions,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=temporary,,,,,,,,,,,,,,pending,pending,,,,
WB-085,pattern-without-range,WB,v2-placement-priority,macros.rst,652,fls_JJ1fJa1SsaWh,Macro Expansion,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,701,patterns.rst,Patterns,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=pattern-without-range,,,,,,,,,,,,,,pending,pending,,,,
WB-086,qualified type,WB,v2-placement-priority,entities-and-resolution.rst,380,fls_ybv0tdu7dnj5,Paths,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,364,entities-and-resolution.rst,Paths,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=qualified type,,,,,,,,,,,,,,pending,pending,,,,
WB-087,tuple struct type,WB,v2-placement-priority,expressions.rst,3498,fls_g6t2n8c5p4xy,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3520,types-and-traits.rst,Struct Types,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=tuple struct type,,,,,,,,,,,,,,pending,pending,,,,
WB-088,trait body,WB,v2-placement-priority,entities-and-resolution.rst,553,fls_PiAR1B26SoZV,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,550,entities-and-resolution.rst,Generic Parameter Scope,medium,questionable,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=trait body,,,,,,,,,,,,,,pending,pending,,,,
WB-089,base initializer,WB,v2-placement-priority,expressions.rst,3277,fls_uib1ml41mfrn,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,522,expressions.rst,Place Expressions,medium,questionable,cosmetic,high,,inputs/fls-pr6-placement-fitness-v2.json:term=base initializer,,,,,,,,,,,,,,pending,pending,,,,
