checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes
WB-017,unsafe context,WB,v2-placement-priority,expressions.rst,3765,fls_jb6krd90tjmc,Field Access Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,662,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unsafe context,retain+rewrite,Retained Field Access Expressions wording and rewrote :dt:`unsafe context` to :t:`unsafe context` to keep this rule as reference usage.,retain-link-mitigated,"Before expressions.rst:3765 (fls_jb6krd90tjmc) used :dt:`unsafe context` in an eligibility sentence, creating duplicate ownership. After expressions.rst:3764 uses :t:`unsafe context`, improving discoverability and keeping Rust 2021 behavior unchanged.",pass,clarification-only,required,expressions.rst,3764,fls_jb6krd90tjmc,Field Access Expressions,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/expressions.rst:3764,completed,resolved-high,batch-002,,,
WB-018,associated trait constant,WB,v2-placement-priority,implementations.rst,213,fls_v31idwjau90d,Implementation Conformance,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3643,types-and-traits.rst,Static Lifetime Elision,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=associated trait constant,retain+rewrite,Retained Implementation Conformance wording and rewrote :dt:`associated trait constant` to :t:`associated trait constant` to avoid duplicate local ownership.,retain-link-mitigated,"Before implementations.rst:213 (fls_v31idwjau90d) used :dt:`associated trait constant` in a conformance condition, weakening canonical ownership. After implementations.rst:212 uses :t:`associated trait constant`, improving discoverability with clarification-only impact.",pass,clarification-only,required,implementations.rst,212,fls_v31idwjau90d,Implementation Conformance,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/implementations.rst:212,completed,resolved-high,batch-002,,,
WB-019,union value,WB,v2-placement-priority,expressions.rst,3270,fls_q7v2m9t4k1pa,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3267,expressions.rst,Struct Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=union value,retain+rewrite,Retained Struct Expressions wording and rewrote :dt:`union value` to :t:`union value` so this paragraph references rather than defines the canonical term.,retain-link-mitigated,"Before expressions.rst:3270 (fls_q7v2m9t4k1pa) used :dt:`union value` in a construction description, creating competing ownership. After expressions.rst:3269 uses :t:`union value`, improving link discoverability with no semantic change.",pass,clarification-only,required,expressions.rst,3269,fls_q7v2m9t4k1pa,Struct Expressions,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/expressions.rst:3269,completed,resolved-high,batch-002,,,
WB-020,pattern-without-alternation,WB,v2-placement-priority,ownership-and-deconstruction.rst,630,fls_3ycn4u1fe9h,Drop Scope Extension,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,871,ownership-and-deconstruction.rst,Drop Order,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=pattern-without-alternation,retain+rewrite,Retained Drop Scope Extension wording and rewrote :dt:`pattern-without-alternation` to :t:`pattern-without-alternation` to keep this rule as linked reference text.,retain-link-mitigated,"Before ownership-and-deconstruction.rst:630 (fls_3ycn4u1fe9h) used :dt:`pattern-without-alternation` inside a drop-scope rule, creating duplicate ownership. After ownership-and-deconstruction.rst:629 uses :t:`pattern-without-alternation`, improving discoverability with no Rust 2021 meaning change.",pass,clarification-only,required,ownership-and-deconstruction.rst,629,fls_3ycn4u1fe9h,Drop Scope Extension,53f3c47e640dd222e0fd0014bd327bc50c60d84f,src/ownership-and-deconstruction.rst:629,completed,resolved-high,batch-002,,,
WB-021,discriminant,WB,v2-placement-priority,expressions.rst,2224,fls_t4yeovFm83Wo,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,786,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant,retain+rewrite,Retained Type Cast Expressions wording and rewrote :dt:`discriminant` to :t:`discriminant` so the cast rule references the canonical enum concept.,retain-link-mitigated,"Before expressions.rst:2224 (fls_t4yeovFm83Wo) marked :dt:`discriminant` inside enum cast operational text, which created duplicate ownership signals. After expressions.rst:2224 (fls_le6bchl25ewz) uses :t:`discriminant`, improving glossary discoverability and preserving Rust 2021 cast semantics.",pass,clarification-only,required,expressions.rst,2224,fls_le6bchl25ewz,Type Cast Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:2224,completed,resolved-high,batch-003,,,
WB-022,field index,WB,v2-placement-priority,expressions.rst,3292,fls_y3p6rtm7ek3l,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,848,types-and-traits.rst,Struct Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=field index,retain+rewrite,Retained Struct Expressions wording and rewrote :dt:`field index` to :t:`field index` because this sentence applies an existing concept.,retain-link-mitigated,"Before expressions.rst:3292 (fls_y3p6rtm7ek3l) used :dt:`field index` in matching logic, which is a reference context and not canonical ownership. After expressions.rst:3292 uses :t:`field index`, improving first-use discoverability while preserving struct expression behavior.",pass,clarification-only,required,expressions.rst,3292,fls_y3p6rtm7ek3l,Struct Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:3292,completed,resolved-high,batch-003,,,
WB-023,static,WB,v2-placement-priority,expressions.rst,328,fls_ibrmiwfypldh,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,431,values.rst,Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=static,retain+rewrite,Retained Constant Expressions wording and rewrote :dt:`static` to :t:`static` so constant-context prose links to the canonical static definition.,retain-link-mitigated,"Before expressions.rst:328 (fls_ibrmiwfypldh) used :dt:`static` inline in a constant-context list item, producing competing ownership. After expressions.rst:328 (fls_ib8p7dfwddx2) uses :t:`static`, improving glossary linkage with no Rust 2021 semantic change.",pass,clarification-only,required,expressions.rst,328,fls_ib8p7dfwddx2,Constant Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:328,completed,resolved-high,batch-003,,,
WB-024,evaluation,WB,v2-placement-priority,expressions.rst,2020,fls_ydt9zvh0h5ex,Comparison Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,122,expressions.rst,Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=evaluation,retain+rewrite,Retained Comparison Expressions wording and rewrote :dt:`evaluation` to :t:`evaluation` so the procedure references the canonical runtime process term.,retain-link-mitigated,"Before expressions.rst:2020 (fls_ydt9zvh0h5ex) used :dt:`evaluation` in dynamic semantics steps, which is usage text rather than canonical ownership. After expressions.rst:2020 uses :t:`evaluation`, improving ownership clarity and preserving comparison execution order.",pass,clarification-only,required,expressions.rst,2020,fls_ydt9zvh0h5ex,Comparison Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:2020,completed,resolved-high,batch-003,,,
WB-025,enum variant value,WB,v2-placement-priority,patterns.rst,836,fls_g6dytd6aq62d,Record Struct Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,756,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=enum variant value,retain+rewrite,Retained Record Struct Patterns wording and rewrote :dt:`enum variant value` to :t:`enum variant value` to keep this line as reference usage.,retain-link-mitigated,"Before patterns.rst:836 (fls_g6dytd6aq62d) marked :dt:`enum variant value` in pattern-matching prose, which weakened conceptual ownership. After patterns.rst:836 uses :t:`enum variant value`, improving discoverability while preserving pattern semantics.",pass,clarification-only,required,patterns.rst,836,fls_g6dytd6aq62d,Record Struct Patterns,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/patterns.rst:836,completed,resolved-high,batch-003,,,
WB-026,immutable,WB,v2-placement-priority,expressions.rst,4867,fls_RPMOAaZ6lflI,Match Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,17,ffi.rst,External Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=immutable,retain+rewrite,Retained Match Expressions wording and rewrote :dt:`immutable` to :t:`immutable` so guard binding constraints reference the canonical term.,retain-link-mitigated,"Before expressions.rst:4867 (fls_RPMOAaZ6lflI) used :dt:`immutable` in a guard-specific constraint and duplicated ownership signals. After expressions.rst:4867 uses :t:`immutable`, improving term discoverability with no Rust 2021 semantic impact.",pass,clarification-only,required,expressions.rst,4867,fls_RPMOAaZ6lflI,Match Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:4867,completed,resolved-high,batch-003,,,
WB-027,signed integer type,WB,v2-placement-priority,expressions.rst,1871,fls_3g2cxq6r7nkp,Bit Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,424,types-and-traits.rst,Integer Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=signed integer type,retain+rewrite,Retained Bit Expressions wording and rewrote :dt:`signed integer type` to :t:`signed integer type` in shift-right semantics.,retain-link-mitigated,"Before expressions.rst:1871 (fls_3g2cxq6r7nkp) used :dt:`signed integer type` in operational bit-shift text, which is a reference context. After expressions.rst:1871 uses :t:`signed integer type`, improving glossary linkage while preserving shift behavior.",pass,clarification-only,required,expressions.rst,1871,fls_3g2cxq6r7nkp,Bit Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:1871,completed,resolved-high,batch-003,,,
WB-028,execution,WB,v2-placement-priority,statements.rst,51,fls_dl763ssb54q1,Statements,19e75856eac5694e5d613c7c59b429848d333992,statements.rst,44,statements.rst,Statements,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=execution,retain+rewrite,Retained Statements wording and rewrote :dt:`execution` to :t:`execution` so the empty-statement rule references the canonical process term.,retain-link-mitigated,"Before statements.rst:51 (fls_dl763ssb54q1) used :dt:`execution` in local dynamic semantics text, creating duplicate ownership cues. After statements.rst:51 uses :t:`execution`, improving discoverability and leaving statement runtime effects unchanged.",pass,clarification-only,required,statements.rst,51,fls_dl763ssb54q1,Statements,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/statements.rst:51,completed,resolved-high,batch-003,,,
WB-029,function body,WB,v2-placement-priority,types-and-traits.rst,2537,fls_927nfm5mkbsp,Type Inference,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2573,functions.rst,Functions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=function body,retain+rewrite,Retained Type Inference wording and rewrote :dt:`function body` to :t:`function body` in the type-inference-root list.,retain-link-mitigated,"Before types-and-traits.rst:2537 (fls_927nfm5mkbsp) marked :dt:`function body` in list membership text, which is reference usage. After types-and-traits.rst:2537 (fls_Sowatt1V988J) uses :t:`function body`, improving ownership clarity without semantic changes.",pass,clarification-only,required,types-and-traits.rst,2537,fls_Sowatt1V988J,Type Inference,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/types-and-traits.rst:2537,completed,resolved-high,batch-003,,,
WB-030,attribute content,WB,v2-placement-priority,macros.rst,863,fls_9TMRVlQwAdTB,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,attributes.rst,59,attributes.rst,Attributes,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=attribute content,retain+rewrite,Retained Token Matching wording and rewrote :dt:`attribute content` to :t:`attribute content` for fragment specifier **meta**.,retain-link-mitigated,"Before macros.rst:863 (fls_9TMRVlQwAdTB) used :dt:`attribute content` in fragment requirements, which is a reference context and not canonical ownership. After macros.rst:863 (fls_wtol98rrqka5) uses :t:`attribute content`, improving discoverability with no normative change.",pass,clarification-only,required,macros.rst,863,fls_wtol98rrqka5,Token Matching,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/macros.rst:863,completed,resolved-high,batch-003,,,
WB-031,borrowed,WB,v2-placement-priority,expressions.rst,1021,fls_ya77l2zgtilp,Borrow Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,335,ownership-and-deconstruction.rst,Borrowing,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=borrowed,retain+rewrite,Retained Borrow Expression wording and rewrote :dt:`borrowed` to :t:`borrowed` in the memory-state sentence.,retain-link-mitigated,"Before expressions.rst:1021 (fls_ya77l2zgtilp) used :dt:`borrowed` in operational borrow-state prose, creating competing ownership. After expressions.rst:1021 uses :t:`borrowed`, improving glossary linkage while preserving borrow semantics.",pass,clarification-only,required,expressions.rst,1021,fls_ya77l2zgtilp,Borrow Expression,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:1021,completed,resolved-high,batch-003,,,
WB-032,irrefutable pattern,WB,v2-placement-priority,statements.rst,86,fls_iqar7vvtw22c,Let Statements,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2525,patterns.rst,Refutability,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=irrefutable pattern,retain+rewrite,Retained Let Statements wording and rewrote :dt:`irrefutable pattern` to :t:`irrefutable pattern` in the no-else legality rule.,retain-link-mitigated,"Before statements.rst:86 (fls_iqar7vvtw22c) used :dt:`irrefutable pattern` in a usage constraint, which diluted canonical ownership. After statements.rst:86 uses :t:`irrefutable pattern`, improving first-use discoverability with no behavior change.",pass,clarification-only,required,statements.rst,86,fls_iqar7vvtw22c,Let Statements,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/statements.rst:86,completed,resolved-high,batch-003,,,
WB-033,record enum variant,WB,v2-placement-priority,expressions.rst,3352,fls_ccqomsereni2,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,900,patterns.rst,Record Struct Patterns,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=record enum variant,retain+rewrite,Retained Struct Expressions wording and rewrote :dt:`record enum variant` to :t:`record enum variant` in constructee constraints.,retain-link-mitigated,"Before expressions.rst:3352 (fls_ccqomsereni2) used :dt:`record enum variant` in matching rules, which is reference usage and not canonical ownership. After expressions.rst:3352 uses :t:`record enum variant`, improving discoverability without semantic changes.",pass,clarification-only,required,expressions.rst,3352,fls_ccqomsereni2,Struct Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:3352,completed,resolved-high,batch-003,,,
WB-034,structurally equal,WB,v2-placement-priority,patterns.rst,394,fls_zCswsyuitexI,Path Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2421,types-and-traits.rst,Structural Equality,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=structurally equal,retain+rewrite,Retained Path Patterns wording and rewrote :dt:`structurally equal` to :t:`structurally equal` in constant eligibility constraints.,retain-link-mitigated,"Before patterns.rst:394 (fls_zCswsyuitexI) used :dt:`structurally equal` in applicability text, creating duplicate ownership. After patterns.rst:394 uses :t:`structurally equal`, improving glossary linkage while preserving path-pattern legality.",pass,clarification-only,required,patterns.rst,394,fls_zCswsyuitexI,Path Patterns,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/patterns.rst:394,completed,resolved-high,batch-003,,,
WB-035,implementation body,WB,v2-placement-priority,entities-and-resolution.rst,542,fls_pmo939jw9m1m,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,implementations.rst,52,entities-and-resolution.rst,Self Scope,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implementation body,retain+rewrite,Retained Generic Parameter Scope wording and rewrote :dt:`implementation body` to :t:`implementation body` in in-scope rules.,retain-link-mitigated,"Before entities-and-resolution.rst:542 (fls_pmo939jw9m1m) used :dt:`implementation body` in scope propagation prose, which is reference usage. After entities-and-resolution.rst:542 uses :t:`implementation body`, improving ownership clarity without changing scope semantics.",pass,clarification-only,required,entities-and-resolution.rst,542,fls_pmo939jw9m1m,Generic Parameter Scope,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/entities-and-resolution.rst:542,completed,resolved-high,batch-003,,,
WB-036,dangling,WB,v2-placement-priority,expressions.rst,1196,fls_9wgldua1u8yt,Dereference Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,58,values.rst,Values,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=dangling,retain+rewrite,Retained Dereference Expression UB wording and rewrote :dt:`dangling` to :t:`dangling` in the raw-pointer rule.,retain-link-mitigated,"Before expressions.rst:1196 (fls_9wgldua1u8yt) used :dt:`dangling` in undefined-behavior prose and duplicated ownership. After expressions.rst:1196 uses :t:`dangling`, improving discoverability while keeping UB boundaries unchanged.",pass,clarification-only,required,expressions.rst,1196,fls_9wgldua1u8yt,Dereference Expression,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:1196,completed,resolved-high,batch-003,,,
WB-037,pointer,WB,v2-placement-priority,expressions.rst,2265,fls_TGJQnwS4v9nZ,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,599,patterns.rst,Reference Patterns,high,poor,inline_definition,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=pointer,retain+rewrite,Retained Type Cast Expressions wording and rewrote :dt:`pointer` to :t:`pointer` in address-to-pointer cast text.,retain-link-mitigated,"Before expressions.rst:2265 (fls_TGJQnwS4v9nZ) used :dt:`pointer` inside cast operational semantics, which is reference usage and not canonical ownership. After expressions.rst:2265 (fls_59mpteeczzo) uses :t:`pointer`, improving glossary linkage without behavior changes.",pass,clarification-only,required,expressions.rst,2265,fls_59mpteeczzo,Type Cast Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:2265,completed,resolved-high,batch-003,,,
WB-038,underscore expression,WB,v2-placement-priority,inline-assembly.rst,708,fls_pydmv629vfuu,Register Arguments,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,845,macros.rst,Token Matching,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=underscore expression,retain+rewrite,Retained Register Arguments wording and rewrote :dt:`underscore expression` to :t:`underscore expression` in placeholder semantics.,retain-link-mitigated,"Before inline-assembly.rst:708 (fls_pydmv629vfuu) used :dt:`underscore expression` in inline-assembly-specific prose, creating duplicate ownership with glossary terminology. After inline-assembly.rst:708 uses :t:`underscore expression`, improving discoverability and preserving asm semantics.",pass,clarification-only,required,inline-assembly.rst,708,fls_pydmv629vfuu,Register Arguments,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/inline-assembly.rst:708,completed,resolved-high,batch-003,,,
WB-039,element type,WB,v2-placement-priority,expressions.rst,3016,fls_wmsekin1gd2y,Array Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,666,types-and-traits.rst,Array Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=element type,retain+rewrite,Retained Array Expressions wording and rewrote :dt:`element type` to :t:`element type` in array type computation text.,retain-link-mitigated,"Before expressions.rst:3016 (fls_wmsekin1gd2y) used :dt:`element type` in operational array typing prose and duplicated ownership. After expressions.rst:3016 uses :t:`element type`, improving term linkage while preserving array expression semantics.",pass,clarification-only,required,expressions.rst,3016,fls_wmsekin1gd2y,Array Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:3016,completed,resolved-high,batch-003,,,
WB-040,mutable variable,WB,v2-placement-priority,expressions.rst,471,fls_kBX7Qa4S2VnM,Place Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,265,values.rst,Variables,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable variable,retain+rewrite,Retained Place Expressions wording and rewrote :dt:`mutable variable` to :t:`mutable variable` in mutable-place eligibility text.,retain-link-mitigated,"Before expressions.rst:471 (fls_kBX7Qa4S2VnM) used :dt:`mutable variable` in list membership prose, which is reference usage and not canonical ownership. After expressions.rst:471 (fls_m0gbw9myylv2) uses :t:`mutable variable`, improving discoverability without changing mutability rules.",pass,clarification-only,required,expressions.rst,471,fls_m0gbw9myylv2,Place Expressions,af86b2d61bbb483d8dc37debb3a1286c4d3f5562,src/expressions.rst:471,completed,resolved-high,batch-003,,,
WB-041,discriminant initializer,WB,v2-placement-priority,expressions.rst,319,fls_IhqHv2D1nuXj,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,789,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant initializer,retain+rewrite,Retained Constant Expressions wording and rewrote :dt:`discriminant initializer` to :t:`discriminant initializer` in constant-context eligibility text.,retain-link-mitigated,Before expressions.rst:319 (fls_IhqHv2D1nuXj) used :dt:`discriminant initializer` in a constant-context list item which is reference usage. After expressions.rst:319 (fls_66m2hwkju0vv) uses :t:`discriminant initializer` and improves ownership discoverability with no Rust 2021 semantic change.,pass,clarification-only,required,expressions.rst,319,fls_66m2hwkju0vv,Constant Expressions,ec7ff962b15a64c525e21feca8051d926b6129ad,src/expressions.rst:319,completed,resolved-high,batch-004,,,
WB-042,[unifiable type]s,WB,v2-placement-priority,patterns.rst,88,fls_aie0tr62vhw5,Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2005,types-and-traits.rst,Type Unification,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=[unifiable type]s,retain+rewrite,Retained Patterns wording and rewrote :dt:`[unifiable type]s` to :t:`[unifiable type]s` in or-pattern binding constraints.,retain-link-mitigated,Before patterns.rst:88 (fls_aie0tr62vhw5) used :dt:`[unifiable type]s` in an applicability constraint and duplicated ownership. After patterns.rst:88 (fls_kv533rntni1x) uses :t:`[unifiable type]s` which improves glossary discoverability without semantic change.,pass,clarification-only,required,patterns.rst,88,fls_kv533rntni1x,Patterns,ec7ff962b15a64c525e21feca8051d926b6129ad,src/patterns.rst:88,completed,resolved-high,batch-004,,,
WB-043,elaboration,WB,v2-placement-priority,values.rst,134,fls_xezt9hl069h4,Constants,19e75856eac5694e5d613c7c59b429848d333992,items.rst,53,items.rst,Items,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=elaboration,retain+rewrite,Retained Constants dynamic-semantics wording and rewrote :dt:`elaboration` to :t:`elaboration` in constant evaluation text.,retain-link-mitigated,Before values.rst:134 (fls_xezt9hl069h4) used :dt:`elaboration` in operational prose rather than canonical ownership context. After values.rst:134 (fls_xezt9hl069h4) uses :t:`elaboration` which improves ownership signaling with no Rust 2021 semantic change.,pass,clarification-only,required,values.rst,134,fls_xezt9hl069h4,Constants,ec7ff962b15a64c525e21feca8051d926b6129ad,src/values.rst:134,completed,resolved-high,batch-004,,,
WB-044,exported function,WB,v2-placement-priority,attributes.rst,827,fls_ddg0u5lej74x,Attribute ``track_caller``,19e75856eac5694e5d613c7c59b429848d333992,general.rst,224,attributes.rst,Attribute ``no_mangle``,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=exported function,retain+rewrite,Retained track_caller UB wording and rewrote :dt:`exported function` to :t:`exported function` in linkage constraints.,retain-link-mitigated,Before attributes.rst:827 (fls_ddg0u5lej74x) used :dt:`exported function` in undefined-behavior text where the term is referenced. After attributes.rst:827 (fls_ddg0u5lej74x) uses :t:`exported function` to improve discoverability with no semantic change.,pass,clarification-only,required,attributes.rst,827,fls_ddg0u5lej74x,Attribute ``track_caller``,ec7ff962b15a64c525e21feca8051d926b6129ad,src/attributes.rst:827,completed,resolved-high,batch-004,,,
WB-045,expression-with-block,WB,v2-placement-priority,entities-and-resolution.rst,589,fls_huvo0mp2i6fb,Item Scope,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,82,entities-and-resolution.rst,Use Imports,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=expression-with-block,retain+rewrite,Retained Item Scope wording and rewrote :dt:`expression-with-block` to :t:`expression-with-block` in scope propagation rules.,retain-link-mitigated,Before entities-and-resolution.rst:589 (fls_huvo0mp2i6fb) used :dt:`expression-with-block` in a scope rule which is reference usage. After entities-and-resolution.rst:589 (fls_huvo0mp2i6fb) uses :t:`expression-with-block` and improves canonical linkage without changing behavior.,pass,clarification-only,required,entities-and-resolution.rst,589,fls_huvo0mp2i6fb,Item Scope,ec7ff962b15a64c525e21feca8051d926b6129ad,src/entities-and-resolution.rst:589,completed,resolved-high,batch-004,,,
WB-046,external function item type,WB,v2-placement-priority,expressions.rst,3540,fls_8ljrgdept7s8,Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1104,types-and-traits.rst,Function Item Types,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=external function item type,retain+rewrite,Retained Call Expressions wording and rewrote :dt:`external function item type` to :t:`external function item type` in unsafe-call constraints.,retain-link-mitigated,Before expressions.rst:3540 (fls_8ljrgdept7s8) used :dt:`external function item type` in operational safety requirements which is non-definitional context. After expressions.rst:3540 (fls_8ljrgdept7s8) uses :t:`external function item type` with no Rust 2021 semantic change.,pass,clarification-only,required,expressions.rst,3540,fls_8ljrgdept7s8,Call Expressions,ec7ff962b15a64c525e21feca8051d926b6129ad,src/expressions.rst:3540,completed,resolved-high,batch-004,,,
WB-047,mutable,WB,v2-placement-priority,expressions.rst,3129,fls_y3sduoma6q9v,Indexing Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,20,values.rst,Values,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=mutable,retain+rewrite,Retained Indexing Expressions wording and rewrote :dt:`mutable` to :t:`mutable` in mutable-place indexing constraints.,retain-link-mitigated,Before expressions.rst:3129 (fls_y3sduoma6q9v) used :dt:`mutable` in a local eligibility condition and duplicated ownership cues. After expressions.rst:3129 (fls_y3sduoma6q9v) uses :t:`mutable` and improves discoverability without semantic impact.,pass,clarification-only,required,expressions.rst,3129,fls_y3sduoma6q9v,Indexing Expressions,ec7ff962b15a64c525e21feca8051d926b6129ad,src/expressions.rst:3129,completed,resolved-high,batch-004,,,
WB-048,where clause,WB,v2-placement-priority,entities-and-resolution.rst,525,fls_3nqb7p5ifvio,Generic Parameter Scope,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,1586,types-and-traits.rst,Type Aliases,medium,questionable,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=where clause,retain+rewrite,Retained Generic Parameter Scope wording and rewrote :dt:`where clause` to :t:`where clause` in generic-scope constraints.,retain-link-mitigated,Before entities-and-resolution.rst:525 (fls_3nqb7p5ifvio) used :dt:`where clause` in scope rule prose and created competing ownership. After entities-and-resolution.rst:525 (fls_3nqb7p5ifvio) uses :t:`where clause` with improved linkage and no Rust 2021 semantic change.,pass,clarification-only,required,entities-and-resolution.rst,525,fls_3nqb7p5ifvio,Generic Parameter Scope,ec7ff962b15a64c525e21feca8051d926b6129ad,src/entities-and-resolution.rst:525,completed,resolved-high,batch-004,,,
