checklist_id,term,baseline_rating,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,relocation_priority,conceptual_home,decision,reason_code,reason_why,reason_quality,before_evidence_ref,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,phase2_status,final_quality,notes
PQ-049,size,poor,types-and-traits.rst,1694,fls_1pbwigq6f3ha,Type Layout,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2293,expressions.rst,Type Cast Expressions,high,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=size,,,,,,,pending,pending,pending,
PQ-050,size operand,poor,types-and-traits.rst,581,fls_4sd5dgy2unq7,Array Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,299,expressions.rst,Array Expressions,high,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=size operand,,,,,,,pending,pending,pending,
PQ-051,statement,poor,statements.rst,25,fls_5t8n2p7c0m1d,Statements,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,552,macros.rst,Macro Invocation,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=statement,,,,,,,pending,pending,pending,
PQ-052,temporary,poor,values.rst,251,fls_awpw61yofckz,Temporaries,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,434,expressions.rst,Await Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=temporary,,,,,,,pending,pending,pending,
PQ-053,trait,poor,types-and-traits.rst,3027,fls_tani6lesan9u,Traits,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,222,entities-and-resolution.rst,Path Expression Resolution,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=trait,,,,,,,pending,pending,pending,
PQ-054,tuple enum variant value,poor,types-and-traits.rst,797,fls_h2m9k6p4r7vd,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3459,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple enum variant value,,,,,,,pending,pending,pending,
PQ-055,tuple struct value,poor,types-and-traits.rst,952,fls_j9r1c6m3v7kw,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3459,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=tuple struct value,,,,,,,pending,pending,pending,
PQ-056,type bound predicate,poor,generics.rst,294,fls_cslGPmVjujHD,Where Clauses,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3163,types-and-traits.rst,Object Safety,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type bound predicate,,,,,,,pending,pending,pending,
PQ-057,type parameter,poor,generics.rst,105,fls_95eooah0vcqx,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1446,expressions.rst,Arithmetic Expressions,high,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type parameter,,,,,,,pending,pending,pending,
PQ-058,type specification,poor,types-and-traits.rst,54,fls_r3g5n7t2k9vq,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,355,entities-and-resolution.rst,Scope Hierarchy,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=type specification,,,,,,,pending,pending,pending,
PQ-059,unifiable,poor,types-and-traits.rst,2052,fls_m4p8k1v7t2qa,Type Unification,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2977,expressions.rst,Struct Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unifiable,,,,,,,pending,pending,pending,
PQ-060,unified type,poor,types-and-traits.rst,2055,fls_v7k2m9p1t4qa,Type Unification,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,710,expressions.rst,Block Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unified type,,,,,,,pending,pending,pending,
PQ-061,unit enum variant,poor,types-and-traits.rst,786,fls_r2m9k6t1v4pa,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,652,patterns.rst,Identifier Patterns,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit enum variant,,,,,,,pending,pending,pending,
PQ-062,unit struct constant,poor,types-and-traits.rst,961,fls_6c1v8m4p2tqa,Struct Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,175,patterns.rst,Identifier Patterns,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit struct constant,,,,,,,pending,pending,pending,
PQ-063,unit type,poor,types-and-traits.rst,699,fls_s1m7q5t2v8wn,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,statements.rst,181,types-and-traits.rst,Type Inference,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit type,,,,,,,pending,pending,pending,
PQ-064,unit value,poor,types-and-traits.rst,705,fls_y6c2p9k4m1ra,Tuple Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,740,expressions.rst,Block Expressions,high,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unit value,,,,,,,pending,pending,pending,
PQ-065,unsafe context,poor,unsafety.rst,57,fls_jb6krd90tjmc,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,657,expressions.rst,Field Access Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe context,,,,,,,pending,pending,pending,
PQ-066,unsafe function,poor,functions.rst,204,fls_7ucwmzqtittv,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1150,unsafety.rst,Unsafety,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe function,,,,,,,pending,pending,pending,
PQ-067,unsafe function pointer type,poor,types-and-traits.rst,1221,fls_5dd7icjcl3nt,Function Pointer Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3494,expressions.rst,Call Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe function pointer type,,,,,,,pending,pending,pending,
PQ-068,unsafe operation,poor,unsafety.rst,29,fls_ovn9czwnwxue,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,1595,attributes.rst,Attribute ``unsafe``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=unsafe operation,,,,,,,pending,pending,pending,
PQ-069,validity invariant,poor,unsafety.rst,25,fls_M4Q4vAJmapq8,Unsafety,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,356,types-and-traits.rst,Bool Type,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=validity invariant,,,,,,,pending,pending,pending,
PQ-070,value,poor,values.rst,14,fls_buyaqara7am4,Values,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,34,expressions.rst,Type Cast Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=value,,,,,,,pending,pending,pending,
PQ-071,variable,poor,values.rst,262,fls_hl5tnd9yy252,Variables,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,147,ownership-and-deconstruction.rst,Initialization,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=variable,,,,,,,pending,pending,pending,
PQ-072,visible empty enum variant,poor,types-and-traits.rst,2521,fls_A2W4v53ihTGx,Visible Emptiness,1c2c2b73313fb48987ed02ac044ff68cec69968e,patterns.rst,408,patterns.rst,Path Patterns,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=visible empty enum variant,,,,,,,pending,pending,pending,
PQ-073,where clause,poor,generics.rst,281,fls_3nqb7p5ifvio,Where Clauses,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1639,entities-and-resolution.rst,Generic Parameter Scope,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=where clause,,,,,,,pending,pending,pending,
PQ-074,anonymous return type,questionable,types-and-traits.rst,1397,fls_3aKZB0ILIkZw,Impl Trait Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3838,expressions.rst,Closure Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=anonymous return type,,,,,,,pending,pending,pending,
PQ-075,array,questionable,types-and-traits.rst,574,fls_xmmgSHsTHDtc,Array Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2954,expressions.rst,Array Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=array,,,,,,,pending,pending,pending,
PQ-076,assigned operand,questionable,expressions.rst,2661,fls_dvy201zd6oym,Compound Assignment Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2615,expressions.rst,Compound Assignment Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=assigned operand,,,,,,,pending,pending,pending,
PQ-077,assignee operand,questionable,expressions.rst,2401,fls_bsjw6f4a3wol,Assignment Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,488,expressions.rst,Destructuring Assignment,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=assignee operand,,,,,,,pending,pending,pending,
PQ-078,associated constant,questionable,associated-items.rst,32,fls_5y6ae0xqux57,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,309,patterns.rst,Path Patterns,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated constant,,,,,,,pending,pending,pending,
PQ-079,associated function,questionable,associated-items.rst,36,fls_lj7492aq7fzo,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3166,types-and-traits.rst,Object Safety,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated function,,,,,,,pending,pending,pending,
PQ-080,associated implementation constant,questionable,associated-items.rst,85,fls_l3iwn56n1uz8,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,3688,types-and-traits.rst,Static Lifetime Elision,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated implementation constant,,,,,,,pending,pending,pending,
PQ-081,associated item,questionable,associated-items.rst,28,fls_ckzd25qd213t,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,640,macros.rst,Macro Expansion,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated item,,,,,,,pending,pending,pending,
PQ-082,associated trait function,questionable,associated-items.rst,119,fls_b6nns7oqvdpm,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,294,implementations.rst,Implementation Conformance,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated trait function,,,,,,,pending,pending,pending,
PQ-083,associated type,questionable,associated-items.rst,40,fls_8cz4rdrklaj4,Associated Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1159,expressions.rst,Dereference Expression,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associated type,,,,,,,pending,pending,pending,
PQ-084,associativity,questionable,expressions.rst,5083,fls_bezkcuwp5qol,Expression Precedence,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,5076,expressions.rst,Expression Precedence,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=associativity,,,,,,,pending,pending,pending,
PQ-085,async function,questionable,functions.rst,183,fls_m3jiunibqj81,Functions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,790,expressions.rst,Async Blocks,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=async function,,,,,,,pending,pending,pending,
PQ-086,attribute,questionable,attributes.rst,47,fls_rnzxj1t0hehl,Attributes,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,523,attributes.rst,Built-in Attributes,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=attribute,,,,,,,pending,pending,pending,
PQ-087,binary crate,questionable,program-structure-and-compilation.rst,129,fls_9ub6ks8qrang,Crates,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,2173,attributes.rst,Attribute ``windows_subsystem``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=binary crate,,,,,,,pending,pending,pending,
PQ-088,binary operator,questionable,expressions.rst,105,fls_yOW2wnLPzlPy,Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,98,expressions.rst,Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=binary operator,,,,,,,pending,pending,pending,
PQ-089,binding argument,questionable,generics.rst,374,fls_9pda3ja0ihks,Generic Arguments,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3838,generics.rst,Generic Conformance,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=binding argument,,,,,,,pending,pending,pending,
PQ-090,borrow,questionable,ownership-and-deconstruction.rst,165,fls_j9kof0px3l7s,Borrowing,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,1062,expressions.rst,Raw Borrow Expression,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=borrow,,,,,,,pending,pending,pending,
PQ-091,bound,questionable,types-and-traits.rst,3230,fls_5g508z6c7q5f,Trait and Lifetime Bounds,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2988,types-and-traits.rst,Type Inference,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=bound,,,,,,,pending,pending,pending,
PQ-092,comment,questionable,lexical-elements.rst,1350,fls_8obn3dtzpe5f,Comments,1c2c2b73313fb48987ed02ac044ff68cec69968e,lexical-elements.rst,279,lexical-elements.rst,"Lexical Elements, Separators, and Punctuation",low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=comment,,,,,,,pending,pending,pending,
PQ-093,concrete type,questionable,types-and-traits.rst,63,fls_cTF1sJ9I2XJd,Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,1707,attributes.rst,Attribute ``type_length_limit``,none,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=concrete type,,,,,,,pending,pending,pending,
PQ-094,conditional compilation,questionable,program-structure-and-compilation.rst,236,fls_a0u9nnaf6drz,Conditional Compilation,1c2c2b73313fb48987ed02ac044ff68cec69968e,attributes.rst,928,attributes.rst,Attribute ``cfg``,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=conditional compilation,,,,,,,pending,pending,pending,
PQ-095,constant,questionable,values.rst,104,fls_5o5iu4j8in4l,Constants,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,310,expressions.rst,Constant Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant,,,,,,,pending,pending,pending,
PQ-096,constant argument,questionable,generics.rst,388,fls_i3z9ueoe99zd,Generic Arguments,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,313,generics.rst,Generic Parameters,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant argument,,,,,,,pending,pending,pending,
PQ-097,constant initializer,questionable,values.rst,120,fls_ndmfqxjpvsqy,Constants,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,309,expressions.rst,Constant Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant initializer,,,,,,,pending,pending,pending,
PQ-098,constant parameter,questionable,generics.rst,84,fls_vpcqgec83ybt,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,313,generics.rst,Generic Conformance,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant parameter,,,,,,,pending,pending,pending,
PQ-099,constant parameter initializer,questionable,generics.rst,87,fls_3SjMBlc0b7qo,Generic Parameters,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,2579,generics.rst,Generic Conformance,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=constant parameter initializer,,,,,,,pending,pending,pending,
PQ-100,copy type,questionable,ownership-and-deconstruction.rst,278,fls_h2pgsij1rbms,Passing Conventions,1c2c2b73313fb48987ed02ac044ff68cec69968e,types-and-traits.rst,1052,types-and-traits.rst,Union Types,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=copy type,,,,,,,pending,pending,pending,
PQ-101,crate,questionable,program-structure-and-compilation.rst,113,fls_qwghk79ok5h0,Crates,1c2c2b73313fb48987ed02ac044ff68cec69968e,macros.rst,316,macros.rst,Procedural Macros,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=crate,,,,,,,pending,pending,pending,
PQ-102,crate import,questionable,program-structure-and-compilation.rst,175,fls_d0pa807s5d5h,Crate Imports,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,968,entities-and-resolution.rst,Preludes,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=crate import,,,,,,,pending,pending,pending,
PQ-103,crate root module,questionable,program-structure-and-compilation.rst,210,fls_fhiqvgdamq5,Compilation Roots,1c2c2b73313fb48987ed02ac044ff68cec69968e,entities-and-resolution.rst,966,entities-and-resolution.rst,Preludes,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=crate root module,,,,,,,pending,pending,pending,
PQ-104,declaration,questionable,entities-and-resolution.rst,46,fls_lcca91wjwnpx,Entities,1c2c2b73313fb48987ed02ac044ff68cec69968e,items.rst,53,entities-and-resolution.rst,Scope Hierarchy,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=declaration,,,,,,,pending,pending,pending,
PQ-105,destructor,questionable,ownership-and-deconstruction.rst,385,fls_4nkzidytpi6,Destructors,1c2c2b73313fb48987ed02ac044ff68cec69968e,values.rst,315,values.rst,Constant Promotion,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=destructor,,,,,,,pending,pending,pending,
PQ-106,direction modifier,questionable,inline-assembly.rst,687,fls_5a3vfresnv5z,Register Arguments,1c2c2b73313fb48987ed02ac044ff68cec69968e,inline-assembly.rst,109,inline-assembly.rst,Registers,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=direction modifier,,,,,,,pending,pending,pending,
PQ-107,discriminant,questionable,types-and-traits.rst,807,fls_t4yeovFm83Wo,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2202,expressions.rst,Type Cast Expressions,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=discriminant,,,,,,,pending,pending,pending,
PQ-108,discriminant initializer,questionable,types-and-traits.rst,810,fls_IhqHv2D1nuXj,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,319,expressions.rst,Constant Expressions,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=discriminant initializer,,,,,,,pending,pending,pending,
PQ-109,elaboration,questionable,items.rst,53,fls_hil5f7y4xdhe,Items,1c2c2b73313fb48987ed02ac044ff68cec69968e,values.rst,138,values.rst,Constants,medium,false,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=elaboration,,,,,,,pending,pending,pending,
PQ-110,element type,questionable,types-and-traits.rst,577,fls_mRbOQQQPbVyU,Array Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,2990,expressions.rst,Array Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=element type,,,,,,,pending,pending,pending,
PQ-111,else expression,questionable,expressions.rst,4601,fls_5azwlk7hav1k,If Expressions,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,4597,expressions.rst,If Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=else expression,,,,,,,pending,pending,pending,
PQ-112,entity,questionable,entities-and-resolution.rst,30,fls_x7j6wcigqt7u,Entities,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,660,entities-and-resolution.rst,Path Resolution,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=entity,,,,,,,pending,pending,pending,
PQ-113,enum value,questionable,types-and-traits.rst,771,fls_v4QIqcZGsG6C,Enum Types,1c2c2b73313fb48987ed02ac044ff68cec69968e,expressions.rst,3241,expressions.rst,Struct Expressions,low_forward_ref,true,,,,,/home/pete.levasseur/opencode-project-agents/fls/reports/glossary-tshepang-20260210T174752Z/phase1-main-text-coverage/feedback/fls-pr6-placement-fitness.json:term=enum value,,,,,,,pending,pending,pending,
